  3  1:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  4  1:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  5  1:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  6  1:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  7  1:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  2  2:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  3  2:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  4  2:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  5  2:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  6  2:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  7  2:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
  3  3:   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000;   0.0000000,   0.0000000
